,tweet_norm_case_labelling,score_tweet_labelling,sentiment,sentiment_score,tweet,date,username,tweet_case_norm,tweet_text_prepocessing_stem,tweet_text_prepocessing_nostem,sentiment_predict
863,indihome membuat pengalaman browsing menjadi lebih lancar dan cepat terima kasih,14,positive,1,"IndiHome membuat pengalaman browsing menjadi lebih lancar dan cepat. Terima kasih, @indihome!",2023-05-20 03:56:39+00:00,efasmara,indihome membuat pengalaman browsing menjadi lebih lancar dan cepat terima kasih,indihome alam browsing lancar cepat terima kasih,indihome pengalaman browsing lancar cepat terima kasih,1
864,indihome memberikan koneksi internet yang sangat baik dan tidak tergoyahkan,-12,negative,0,IndiHome memberikan koneksi internet yang sangat baik dan tak tergoyahkan. @indihome,2023-03-04 08:11:14+00:00,feldimahendra,indihome memberikan koneksi internet yang sangat baik dan tidak tergoyahkan,indihome koneksi internet goyah,indihome koneksi internet tergoyahkan,0
865,indihome selalu memberikan penawaran paket internet yang menarik terbaik,4,positive,1,IndiHome selalu memberikan penawaran paket internet yang menarik. Terbaik!,2023-01-21 12:47:08+00:00,obstacle_es,indihome selalu memberikan penawaran paket internet yang menarik terbaik,indihome tawar paket internet tarik baik,indihome penawaran paket internet menarik terbaik,1
866,layanan internet dari indihome sangat memuaskan,1,positive,0,Layanan internet dari IndiHome sangat memuaskan. @indihome,2023-07-19 02:12:40+00:00,cz03123,layanan internet dari indihome sangat memuaskan,layan internet indihome muas,layanan internet indihome memuaskan,0
867,kecepatan download indihome membuat proses unduhan menjadi lebih cepat terbaik,17,positive,1,Kecepatan download IndiHome membuat proses unduhan menjadi lebih cepat. Terbaik!,2023-07-20 17:35:55+00:00,nonyatiim,kecepatan download indihome membuat proses unduhan menjadi lebih cepat terbaik,cepat download indihome proses unduh cepat baik,kecepatan download indihome proses unduhan cepat terbaik,0
868,saya sangat senang dengan kecepatan internet yang diberikan oleh indihome,5,positive,0,Saya sangat senang dengan kecepatan internet yang diberikan oleh IndiHome. @indihome,2023-03-27 02:42:59+00:00,uchu___,saya sangat senang dengan kecepatan internet yang diberikan oleh indihome,senang cepat internet indihome,senang kecepatan internet indihome,0
869,layanan pelanggan indihome sangat responsif dan siap membantu sangat memuaskan,4,positive,1,Layanan pelanggan IndiHome sangat responsif dan siap membantu. Sangat memuaskan!,2023-07-11 21:56:03+00:00,cheezyypizza,layanan pelanggan indihome sangat responsif dan siap membantu sangat memuaskan,layan langgan indihome responsif bantu muas,layanan pelanggan indihome responsif membantu memuaskan,1
870,indihome memberikan kecepatan internet yang konsisten dan tidak pernah mengecewakan,-9,negative,0,IndiHome memberikan kecepatan internet yang konsisten dan tidak pernah mengecewakan. @indihome,2023-03-05 07:28:56+00:00,mhumu7,indihome memberikan kecepatan internet yang konsisten dan tidak pernah mengecewakan,indihome cepat internet konsisten kecewa,indihome kecepatan internet konsisten mengecewakan,0
871,indihome memberikan kecepatan internet yang luar biasa,2,positive,0,IndiHome memberikan kecepatan internet yang luar biasa. @indihome,2023-03-09 14:37:07+00:00,lipbutterr,indihome memberikan kecepatan internet yang luar biasa,indihome cepat internet,indihome kecepatan internet,0
872,koneksi internet dari indihome sangat stabil dan tidak pernah putusputus sangat memuaskan,-11,negative,0,Koneksi Wi-Fi dari IndiHome sangat stabil dan tidak pernah putus-putus. Sangat memuaskan!,2023-02-23 00:52:35+00:00,soudjiroseta,koneksi internet dari indihome sangat stabil dan tidak pernah putusputus sangat memuaskan,koneksi internet indihome stabil putusputus muas,koneksi internet indihome stabil putusputus memuaskan,0
873,indihome memberikan kecepatan upload yang tinggi dan nsisten,0,positive,1,IndiHome memberikan kecepatan upload yang tinggi dan konsisten. @indihome,2023-02-24 06:02:18+00:00,Cindype58625353,indihome memberikan kecepatan upload yang tinggi dan nsisten,indihome cepat upload nsisten,indihome kecepatan upload nsisten,1
874,saya tidak pernah mengalami gangguan internet dengan indihome,-8,negative,0,Saya tidak pernah mengalami gangguan internet dengan IndiHome. @indihome,2023-05-08 07:11:27+00:00,Cindype58625353,saya tidak pernah mengalami gangguan internet dengan indihome,alami ganggu internet indihome,mengalami gangguan internet indihome,0
875,sinyal internet dari indihome stabil dan cepat terima kasih indihome,8,positive,1,"Sinyal internet dari IndiHome stabil dan cepat. Terima kasih, IndiHome!",2023-01-20 05:17:18+00:00,erfanoooo_,sinyal internet dari indihome stabil dan cepat terima kasih indihome,sinyal internet indihome stabil cepat terima kasih indihome,sinyal internet indihome stabil cepat terima kasih indihome,1
876,indihome memberikan kecepatan upload yang tinggi dan nsisten,0,positive,1,IndiHome memberikan kecepatan upload yang tinggi dan konsisten. @indihome,2023-02-10 22:01:20+00:00,jbr2606,indihome memberikan kecepatan upload yang tinggi dan nsisten,indihome cepat upload nsisten,indihome kecepatan upload nsisten,1
877,koneksi internet indihome selalu dapat diandalkan puas sekali dengan layanannya,3,positive,0,Koneksi internet IndiHome selalu dapat diandalkan. Puas sekali dengan layanannya.,2023-02-10 18:56:03+00:00,Sepgu_chanhyyy,koneksi internet indihome selalu dapat diandalkan puas sekali dengan layanannya,koneksi internet indihome andal puas layan,koneksi internet indihome diandalkan puas layanannya,0
878,saya sangat senang dengan kecepatan internet yang diberikan oleh indihome,5,positive,0,Saya sangat senang dengan kecepatan internet yang diberikan oleh IndiHome. @indihome,2023-06-05 03:55:55+00:00,kleponmanissss,saya sangat senang dengan kecepatan internet yang diberikan oleh indihome,senang cepat internet indihome,senang kecepatan internet indihome,0
879,indihome merupakan pilihan terbaik untuk kebutuhan internet rumah terima kasih,20,positive,1,"IndiHome merupakan pilihan terbaik untuk kebutuhan internet rumah. Terima kasih, @indihome!",2023-05-11 08:22:36+00:00,pororobbh,indihome merupakan pilihan terbaik untuk kebutuhan internet rumah terima kasih,indihome pilih baik butuh internet rumah terima kasih,indihome pilihan terbaik kebutuhan internet rumah terima kasih,1
880,kualitas sinyal wifi indihome sangat baik di seluruh area rumah puas sekali,7,positive,1,Kualitas sinyal Wi-Fi IndiHome sangat baik di seluruh area rumah. Puas sekali!,2023-07-19 19:21:54+00:00,Pejuangimpian02,kualitas sinyal wifi indihome sangat baik di seluruh area rumah puas sekali,kualitas sinyal wifi indihome area rumah puas,kualitas sinyal wifi indihome area rumah puas,1
881,indihome adalah penyedia internet yang terpercaya dan berkualitas,4,positive,0,IndiHome adalah penyedia internet yang terpercaya dan berkualitas. @indihome,2023-05-03 07:00:50+00:00,Nasipadangkiki,indihome adalah penyedia internet yang terpercaya dan berkualitas,indihome sedia internet percaya kualitas,indihome penyedia internet terpercaya berkualitas,0
882,indihome membuat pengalaman browsing menjadi lebih lancar dan cepat terima kasih,14,positive,1,"IndiHome membuat pengalaman browsing menjadi lebih lancar dan cepat. Terima kasih, @indihome!",2023-01-21 06:30:16+00:00,damsdude,indihome membuat pengalaman browsing menjadi lebih lancar dan cepat terima kasih,indihome alam browsing lancar cepat terima kasih,indihome pengalaman browsing lancar cepat terima kasih,1
883,indihome menyediakan paket internet dengan harga yang kompetitif terbaik,9,positive,1,IndiHome menyediakan paket internet dengan harga yang kompetitif. Terbaik!,2023-06-03 22:05:23+00:00,hello_matcha_,indihome menyediakan paket internet dengan harga yang kompetitif terbaik,indihome sedia paket internet harga kompetitif baik,indihome menyediakan paket internet harga kompetitif terbaik,1
884,layanan pelanggan indihome sangat responsif dan membantu terima kasih,8,positive,1,Layanan pelanggan IndiHome sangat responsif dan membantu. Terima kasih!,2023-06-25 09:20:15+00:00,Info_Demokrasi,layanan pelanggan indihome sangat responsif dan membantu terima kasih,layan langgan indihome responsif bantu terima kasih,layanan pelanggan indihome responsif membantu terima kasih,1
885,saya sangat terbantu dengan adanya layanan internet dari indihome terima kasih,2,positive,0,Saya sangat terbantu dengan adanya layanan internet dari IndiHome. Terima kasih!,2023-04-01 17:56:19+00:00,PojokHAM,saya sangat terbantu dengan adanya layanan internet dari indihome terima kasih,bantu layan internet indihome terima kasih,terbantu layanan internet indihome terima kasih,0
886,saya sangat senang dengan kecepatan internet yang diberikan oleh indihome,5,positive,0,Saya sangat senang dengan kecepatan internet yang diberikan oleh IndiHome. @indihome,2023-06-24 06:33:54+00:00,baeyoukanaeru,saya sangat senang dengan kecepatan internet yang diberikan oleh indihome,senang cepat internet indihome,senang kecepatan internet indihome,0
887,indihome menyediakan paket internet yang sesuai dengan kebutuhan saya sangat memuaskan,3,positive,1,IndiHome menyediakan paket internet yang sesuai dengan kebutuhan saya. Sangat memuaskan!,2023-07-02 11:29:14+00:00,mwimoii,indihome menyediakan paket internet yang sesuai dengan kebutuhan saya sangat memuaskan,indihome sedia paket internet sesuai butuh muas,indihome menyediakan paket internet sesuai kebutuhan memuaskan,1
888,layanan teknis dari indihome sangat profesional dan membantu terima kasih,1,positive,1,"Layanan teknis dari IndiHome sangat profesional dan membantu. Terima kasih, @indihome!",2023-04-02 03:46:30+00:00,toamajid,layanan teknis dari indihome sangat profesional dan membantu terima kasih,layan teknis indihome profesional bantu terima kasih,layanan teknis indihome profesional membantu terima kasih,1
889,saya sangat senang bisa menggunakan layanan internet dari indihome puas sekali,4,positive,0,Saya sangat senang bisa menggunakan layanan internet dari IndiHome. Puas sekali!,2023-04-09 09:51:41+00:00,PutriKirana_RR,saya sangat senang bisa menggunakan layanan internet dari indihome puas sekali,senang layan internet indihome puas,senang layanan internet indihome puas,0
890,sinyal internet dari indihome stabil dan cepat terima kasih indihome,8,positive,1,"Sinyal internet dari IndiHome stabil dan cepat. Terima kasih, IndiHome!",2023-05-23 07:51:12+00:00,ilham_adhi,sinyal internet dari indihome stabil dan cepat terima kasih indihome,sinyal internet indihome stabil cepat terima kasih indihome,sinyal internet indihome stabil cepat terima kasih indihome,1
891,indihome memberikan kecepatan internet yang luar biasa,3,positive,0,IndiHome memberikan kecepatan internet yang luar biasa. @indihome,2023-01-21 01:24:35+00:00,maurvies,indihome memberikan kecepatan internet yang luar biasa,indihome cepat internet,indihome kecepatan internet,0
892,indihome merupakan pilihan terbaik untuk kebutuhan internet rumah terima kasih,20,positive,1,"IndiHome merupakan pilihan terbaik untuk kebutuhan internet rumah. Terima kasih, @indihome!",2023-07-16 00:41:06+00:00,fourinabambina,indihome merupakan pilihan terbaik untuk kebutuhan internet rumah terima kasih,indihome pilih baik butuh internet rumah terima kasih,indihome pilihan terbaik kebutuhan internet rumah terima kasih,1
893,indihome memberikan kecepatan download yang luar biasa puas sekali dengan layanannya,1,positive,0,IndiHome memberikan kecepatan download yang luar biasa. Puas sekali dengan layanannya!,2023-07-21 05:49:52+00:00,ruang_bacot,indihome memberikan kecepatan download yang luar biasa puas sekali dengan layanannya,indihome cepat download puas layan,indihome kecepatan download puas layanannya,0
894,sinyal internet indihome sangat kuat di seluruh area rumah sangat memuaskan,2,positive,0,Sinyal internet IndiHome sangat kuat di seluruh area rumah. Sangat memuaskan!,2023-01-06 11:36:04+00:00,PojokHAM,sinyal internet indihome sangat kuat di seluruh area rumah sangat memuaskan,sinyal internet indihome kuat area rumah muas,sinyal internet indihome kuat area rumah memuaskan,0
895,saya sangat terbantu dengan adanya layanan internet dari indihome terima kasih,2,positive,0,Saya sangat terbantu dengan adanya layanan internet dari IndiHome. Terima kasih!,2023-07-07 13:16:05+00:00,Aisya_archer,saya sangat terbantu dengan adanya layanan internet dari indihome terima kasih,bantu layan internet indihome terima kasih,terbantu layanan internet indihome terima kasih,0
896,saranghae emang tidak salah pilih ane ada keluhan dikit saja tinggal ngadu ke miadminya kelar deh masalahnya dari dulu pelayanannnya emang slalu daebak puas internet an lancar meski tinggal di desa,-27,negative,0,"saranghae @IndiHome @IndiHomeCare emang ga salah pilih ane, ada keluhan dikit aja, tinggal ngadu ke miminnya, kelar deh masalahnya 🤩🤩 dari dulu pelayanannnya emang slalu daebak 😘
puas wifi an lancar meski tinggal di desa #YouAreFirst",2023-05-18 10:37:21+00:00,exshoope,saranghae emang tidak salah pilih ane ada keluhan dikit saja tinggal ngadu ke miadminya kelar deh masalahnya dari dulu pelayanannnya emang slalu daebak puas internet an lancar meski tinggal di desa,saranghae emang salah pilih ane keluh dikit tinggal ngadu miadminya kelar pelayanannnya emang slalu daebak puas internet an lancar tinggal desa,saranghae emang salah pilih ane keluhan dikit tinggal ngadu miadminya kelar pelayanannnya emang slalu daebak puas internet an lancar tinggal desa,0
897,thank you so much pelayanan nya sangat bagus tim cs ny perlu diacungin jempol karena sangat cepat dalam membantu registrasi verifikasi instalasi semuanya cepat banget puas,18,positive,1,"thank you so much @IndiHome @IndiHomeCare, pelayanan nya sangat bagus, Tim CS ny perlu diacungin jempol karena sangat cepat dalam membantu. Registrasi, verifikasi, instalasi semuanya cepat banget. PUAS!!",2023-05-02 08:59:47+00:00,dineinaja,thank you so much pelayanan nya sangat bagus tim cs ny perlu diacungin jempol karena sangat cepat dalam membantu registrasi verifikasi instalasi semuanya cepat banget puas,thank you so much layan bagus tim cs ny diacungin jempol cepat bantu registrasi verifikasi instalasi cepat banget puas,thank you so much pelayanan bagus tim cs ny diacungin jempol cepat membantu registrasi verifikasi instalasi cepat banget puas,1
898,solusi hemat data internet yah pakai cukup ke bisa internetan sampai puas tanpa batas selama sebulan yang bisa dipakai ramai ramai mabar jadi semakin seru,-13,negative,0,"Solusi hemat data Internet yah pakai @IndiHome, cukup 350k bisa internetan sampai puas tanpa batas selama sebulan yang bisa dipakai rame rame, mabar jadi semakin seru 😂😂😂",2023-04-21 08:44:33+00:00,ChoirS_m2,solusi hemat data internet yah pakai cukup ke bisa internetan sampai puas tanpa batas selama sebulan yang bisa dipakai ramai ramai mabar jadi semakin seru,solusi hemat data internet pakai internetan puas batas bulan pakai ramai ramai mabar seru,solusi hemat data internet pakai internetan puas batas sebulan dipakai ramai ramai mabar seru,0
